archivo_origen,anio,tipo_violencia_archivo,usuario,fecha,anio_publicacion,anio_mencionado,texto_original,texto_limpio,tipo_contenido,nivel_confianza,lugar_detectado,municipio_alcaldia,estado,nivel_ubicacion,violencia_mujer,es_basura,motivo_basura
violenciafamiliar2021.txt,2021,violencia familiar,@IvanVilli,,2021,,"@IvanVilli
 and 3 others
Es más que solo la educación familiar. El problema de la violencia en México es multifactorial y su solución es mucho más compleja que la educación familiar.",and 3 others es mas que solo la educacion familiar el problema de la violencia en mexico es multifactorial y su solucion es mucho mas compleja que la educacion familiar,otro,0.2,,,Nacional,no_detectado,incierto,no,
violenciafamiliar2021.txt,2021,violencia familiar,@Gaceta_UNAM,"Nov 20, 2021",2021,2021,"Anel Perez
@AnelPerezM
·
Nov 20, 2021
#DiaUniversaldelainfancia   Pobreza, trabajo infantil, deserción escolar y violencia familiar. 7 de cada 10 niñas y niños indígenas en México no logran satisfacer sus derechos, entre ellos, educación, alimentación y la salud. Estremecedora nota.
@Gaceta_UNAM",anel perez nov 20 2021 diauniversaldelainfancia pobreza trabajo infantil desercion escolar y violencia familiar 7 de cada 10 ninas y ninos indigenas en mexico no logran satisfacer sus derechos entre ellos educacion alimentacion y la salud estremecedora nota,estadistica,0.9,,,Nacional,no_detectado,incierto,no,
violenciafamiliar2021.txt,2021,violencia familiar,@museodelamujer,"Nov 19, 2021",2021,2021,"Museo de la Mujer
@museodelamujer
·
Nov 19, 2021
Acompáñanos mañana en el taller ""La violencia familiar que viven las Mujeres en México después del confinamiento"" 🇲🇽",museo de la mujer nov 19 2021 acompananos manana en el taller la violencia familiar que viven las mujeres en mexico despues del confinamiento,institucional,0.85,,,Nacional,no_detectado,si,no,
violenciafamiliar2021.txt,2021,violencia familiar,,,2021,,"Imparte: Mtra. D.P.P. Gabriela Amores (Perspectiva Feminista Jurídica)
Modera: Dra.  Teresa Ambrosio (FEMU)",imparte mtra d p p gabriela amores perspectiva feminista juridica modera dra teresa ambrosio femu,otro,0.2,,,Nacional,no_detectado,incierto,no,
violenciafamiliar2021.txt,2021,violencia familiar,,,2021,,"📅 Sábado 20 de noviembre, 16hrs
Vía Zoom y Facebook
Image",sabado 20 de noviembre 16hrs via zoom y facebook,otro,0.2,,,Nacional,no_detectado,incierto,no,
violenciafamiliar2021.txt,2021,violencia familiar,@CECyTEOaxaca,"Nov 18, 2021",2021,2021,"El Tío Tony Soy
@Eltiotonysoy
·
Nov 18, 2021
Replying to 
@PeimbertArturo
 and 
@CECyTEOaxaca
Sin duda los jóvenes son el futuro de México, importante la prevención del delito, muy bien por el Fiscal General de Oaxaca, Arturo Peimbert en atacar el problema de la violencia familiar desde la raíz a través de la concientización,sin duda q la sociedad necesita participar más.",el tio tony soy nov 18 2021 and sin duda los jovenes son el futuro de mexico importante la prevencion del delito muy bien por el fiscal general de oaxaca arturo peimbert en atacar el problema de la violencia familiar desde la raiz a traves de la concientizacion sin duda q la sociedad necesita participar mas,institucional,0.8,oaxaca,Oaxaca de Juárez,Oaxaca,capital,incierto,no,
violenciafamiliar2021.txt,2021,violencia familiar,@Gallegs_angelik,"Oct 28, 2021",2021,2021,"Angélica Gallegos
@Gallegs_angelik
·
Oct 28, 2021
https://x.com/alfredodelmazo/status/1453533622162575364?t=gauH9cox7S0AWDFUly-2qQ&s=09  el nuevo juzgado del estado de México especializado en en violencia familiar 💪👍 vamos por más
Quote",angelica gallegos oct 28 2021 el nuevo juzgado del estado de mexico especializado en en violencia familiar vamos por mas,otro,0.2,estado de mexico,,Estado de México,estado,incierto,no,
violenciafamiliar2021.txt,2021,violencia familiar,@alfredodelmazo,"Oct 27, 2021",2021,2021,"Alfredo Del Mazo
@alfredodelmazo
·
Oct 27, 2021
El nuevo juzgado del @PJEdomex especializado en violencia familiar, es parte de la construcción de una justicia cotidiana y moderna en el #Edoméx.",alfredo del mazo oct 27 2021 el nuevo juzgado del especializado en violencia familiar es parte de la construccion de una justicia cotidiana y moderna en el edomex,otro,0.2,edomex,,Estado de México,estado,incierto,no,
violenciafamiliar2021.txt,2021,violencia familiar,@alfredodelmazo,"Oct 28, 2021",2021,2021,"imagenzea
@imagenZea
·
Oct 28, 2021
El gobernador del Estado de México, 
@alfredodelmazo
, puso en operación el juzgado en línea especializado en violencia familiar",nzea oct 28 2021 el gobernador del estado de mexico puso en operacion el juzgado en linea especializado en violencia familiar,otro,0.2,estado de mexico,,Estado de México,estado,incierto,no,
violenciafamiliar2021.txt,2021,violencia familiar,@urbano_noticias,"Oct 27, 2021",2021,2021,"URBANO📍Noticia Puebla y Tlaxcala
@urbano_noticias
·
Oct 27, 2021
#Tlaxcala #Violencia",urbano noticia puebla y tlaxcala oct 27 2021 tlaxcala violencia,otro,0.2,tlaxcala,Tlaxcala,Tlaxcala,capital,incierto,no,
violenciafamiliar2021.txt,2021,violencia familiar,@IGAVIM,,2021,,"🚨Violencia familiar, feminicidio y abuso sexual crecen en Tlaxcala: 
@IGAVIM",violencia familiar feminicidio y abuso sexual crecen en tlaxcala,otro,0.2,tlaxcala,Tlaxcala,Tlaxcala,capital,incierto,no,
violenciafamiliar2021.txt,2021,violencia familiar,,,2021,,"Urbano | Noticias México
https://urbanotlaxcala.mx/sociedad/noticia/73033-violencia-familiar,-feminicidio-y-abuso-sexual-crecen-en-tlaxcala-igavim.html",urbano noticias mexico,otro,0.2,,,Nacional,no_detectado,incierto,si,texto_vacio_o_muy_corto
violenciafamiliar2021.txt,2021,violencia familiar,@jakiegv,"Oct 27, 2021",2021,2021,"Jacqueline Garcia
@jakiegv
·
Oct 27, 2021
Una gran noticia para las MUJERES MEXIQUENSES es que ya está el nuevo JUZGADO del Poder Judicial del Estado de México especializado en VIOLENCIA FAMILIAR, primero en su tipo en el país. Es 100% en LINEA y funcionará las 24 horas los 365 días del año.
Image
Image
Image",jacqueline garcia oct 27 2021 una gran noticia para las mujeres mexiquenses es que ya esta el nuevo juzgado del poder judicial del estado de mexico especializado en violencia familiar primero en su tipo en el pais es 100 en linea y funcionara las 24 horas los 365 dias del ano,otro,0.2,estado de mexico,,Estado de México,estado,si,no,
violenciafamiliar2021.txt,2021,violencia familiar,@fenomenosver,"Oct 27, 2021",2021,2021,"Fenómenos Veracruz
@fenomenosver
·
Oct 27, 2021
Al inaugurar el Juzgado en Línea Especializado en Violencia Familiar, el Gobernador Alfredo Del Mazo Maza enfatizó que esta nueva herramienta servirá para que las instituciones del Estado de México ofrezcan más seguridad a las mujeres, así como a sus",fenomenos veracruz oct 27 2021 al inaugurar el juzgado en linea especializado en violencia familiar el gobernador alfredo del mazo maza enfatizo que esta nueva herramienta servira para que las instituciones del estado de mexico ofrezcan mas seguridad a las mujeres asi como a sus,otro,0.2,estado de mexico,,Estado de México,estado,si,no,
violenciafamiliar2021.txt,2021,violencia familiar,@INEGI_INFORMA,"Oct 27, 2021",2021,2021,"INEGI INFORMA
@INEGI_INFORMA
·
Oct 27, 2021
Conoce la información estadística sobre situaciones de #violencia en el ámbito familiar en #México con cifras de la Encuesta Nacional de Seguridad Pública Urbana #ENSU #INEGI 👉🏽 https://bit.ly/3nBMIKS
Image",inegi informa oct 27 2021 conoce la informacion estadistica sobre situaciones de violencia en el ambito familiar en mexico con cifras de la encuesta nacional de seguridad publica urbana ensu inegi,estadistica,0.99,,,Nacional,no_detectado,incierto,no,
violenciafamiliar2021.txt,2021,violencia familiar,@JR_Loperspicaz,"Oct 27, 2021",2021,2021,"Lo Perspicaz de la Noticia.
@JR_Loperspicaz
·
Oct 27, 2021
Al inaugurar el Juzgado en Línea Especializado en Violencia Familiar, el Gobernador Alfredo Del Mazo Maza enfatizó que esta nueva herramienta servirá para que las instituciones del Estado de México ofrezcan más seguridad a las mujeres, así como a sus hijas e hijos.
Image",lo perspicaz de la noticia oct 27 2021 al inaugurar el juzgado en linea especializado en violencia familiar el gobernador alfredo del mazo maza enfatizo que esta nueva herramienta servira para que las instituciones del estado de mexico ofrezcan mas seguridad a las mujeres asi como a sus hijas e hijos,otro,0.2,estado de mexico,,Estado de México,estado,si,no,
violenciafamiliar2021.txt,2021,violencia familiar,@laverdad_tam,"La violencia familiar prende focos rojos, se dispara 20 % en México https://laverdad.com.mx/2021/10/la-violencia-familiar-prende-focos-rojos-se-dispara-20-en-mexico/",2021,2021,"La Verdad Noticias
@laverdad_tam
·
Oct 10, 2021
La violencia familiar prende focos rojos, se dispara 20 % en México https://laverdad.com.mx/2021/10/la-violencia-familiar-prende-focos-rojos-se-dispara-20-en-mexico/",la verdad noticias oct 10 2021 la violencia familiar prende focos rojos se dispara 20 en mexico,otro,0.2,,,Nacional,no_detectado,incierto,no,
violenciafamiliar2021.txt,2021,violencia familiar,@joseluissariego,"Oct 9, 2021",2021,2021,"jose luis sariego
@joseluissariego
·
Oct 9, 2021
Jurisprudencia de violencia familiar a tu alcance
De México
Pídelo gratis a ccjtoluca@scjn.gob.mx
Image",jose luis sariego oct 9 2021 jurisprudencia de violencia familiar a tu alcance de mexico pidelo gratis a ccjtoluca gob mx,otro,0.2,toluca,Toluca,Estado de México,capital,incierto,no,
violenciafamiliar2021.txt,2021,violencia familiar,@urbano_noticias,"Oct 8, 2021",2021,2021,"URBANO📍Noticia Puebla y Tlaxcala
@urbano_noticias
·
Oct 8, 2021
#Tlaxcala #EnPortada 
🚨🤝 Refiere @segobtlaxcala1 conflicto familiar para explicar conflicto poselectoral y violencia en #Xicohtzinco",urbano noticia puebla y tlaxcala oct 8 2021 tlaxcala enportada refiere conflicto familiar para explicar conflicto poselectoral y violencia en xicohtzinco,otro,0.2,tlaxcala,Tlaxcala,Tlaxcala,capital,incierto,no,
violenciafamiliar2021.txt,2021,violencia familiar,,,2021,,"Urbano | Noticias México
https://urbanotlaxcala.mx/gobierno/noticia/71860-refiere-segob-conflicto-familiar-para-explicar-conflicto-poselectoral-y-violencia-en-xicohtzinco.html",urbano noticias mexico,otro,0.2,,,Nacional,no_detectado,incierto,si,texto_vacio_o_muy_corto
violenciafamiliar2021.txt,2021,violencia familiar,@ZonaDocs,"Oct 7, 2021",2021,2021,"La Verdad
@LaVerdadJz
·
Oct 7, 2021
#LoMasVisto En México las infancias y adolescencias son el “blanco” idóneo y preferido de los grupos delictivos por la vulnerabilidad, el abandono social y la violencia que viven, que pueden ir desde el contexto familiar hasta el social
📄 
@ZonaDocs",la verdad oct 7 2021 lomasvisto en mexico las infancias y adolescencias son el blanco idoneo y preferido de los grupos delictivos por la vulnerabilidad el abandono social y la violencia que viven que pueden ir desde el contexto familiar hasta el social,otro,0.2,,,Nacional,no_detectado,incierto,no,
violenciafamiliar2021.txt,2021,violencia familiar,,https://laverdadjuarez.com/index.php/2021/10/07/infancia-en-mexico-entre-abandono-violencia-y-reclutamiento-forzado/,2021,,https://laverdadjuarez.com/index.php/2021/10/07/infancia-en-mexico-entre-abandono-violencia-y-reclutamiento-forzado/,,otro,0.2,,,Nacional,no_detectado,incierto,si,texto_vacio_o_muy_corto
violenciafamiliar2021.txt,2021,violencia familiar,@lanoticia,"Oct 7, 2021",2021,2021,"La Noticia
@lanoticia
·
Oct 7, 2021
Quemó a su hija con síndrome de down y a su nieta de 5 con un cuchillo caliente por tomar dinero para comprar dulces 😡",la noticia oct 7 2021 quemo a su hija con sindrome de down y a su nieta de 5 con un cuchillo caliente por tomar dinero para comprar dulces,otro,0.2,,,Nacional,no_detectado,incierto,no,
violenciafamiliar2021.txt,2021,violencia familiar,,,2021,,"Una mujer de 52 años fue vinculada a proceso en Puebla, México por el delito de violencia familiar.",una mujer de 52 anos fue vinculada a proceso en puebla mexico por el delito de violencia familiar,otro,0.2,puebla,Puebla,Puebla,capital,si,no,
violenciafamiliar2021.txt,2021,violencia familiar,@urbano_noticias,"Oct 7, 2021",2021,2021,"URBANO📍Noticia Puebla y Tlaxcala
@urbano_noticias
·
Oct 7, 2021
#Tlaxcala #Gobierno",urbano noticia puebla y tlaxcala oct 7 2021 tlaxcala gobierno,institucional,0.85,tlaxcala,Tlaxcala,Tlaxcala,capital,incierto,no,
violenciafamiliar2021.txt,2021,violencia familiar,,,2021,,🚨🤝 Refiere @segobtlaxcala1 conflicto familiar para explicar conflicto poselectoral y violencia en #Xicohtzinco,refiere conflicto familiar para explicar conflicto poselectoral y violencia en xicohtzinco,otro,0.2,,,Nacional,no_detectado,incierto,no,
violenciafamiliar2021.txt,2021,violencia familiar,,,2021,,"Urbano | Noticias México
https://urbanotlaxcala.mx/gobierno/noticia/71860-refiere-segob-conflicto-familiar-para-explicar-conflicto-poselectoral-y-violencia-en-xicohtzinco.html",urbano noticias mexico,otro,0.2,,,Nacional,no_detectado,incierto,si,texto_vacio_o_muy_corto
violenciafamiliar2021.txt,2021,violencia familiar,@SeMujeresCDMX,"Oct 7, 2021",2021,2021,"Secretaría de las Mujeres
@SeMujeresCDMX
·
Oct 7, 2021
#Sabíasqué en la Ciudad de México existe una ley para que en caso de que vivas violencia familiar, sea el agresor quien deba salir de casa y no tú. #NoEstásSola #CiudadDeDerechos",secretaria de las mujeres oct 7 2021 sabiasque en la ciudad de mexico existe una ley para que en caso de que vivas violencia familiar sea el agresor quien deba salir de casa y no tu noestassola ciudaddederechos,noticia,0.85,ciudad de mexico,,CDMX,estado,si,no,
violenciafamiliar2021.txt,2021,violencia familiar,@urbano_noticias,"Dec 25, 2021",2021,2021,"URBANO📍Noticia Puebla y Tlaxcala
@urbano_noticias
·
Dec 25, 2021
#Puebla #Politica",urbano noticia puebla y tlaxcala dec 25 2021 puebla politica,otro,0.2,tlaxcala,Tlaxcala,Tlaxcala,capital,incierto,no,
violenciafamiliar2021.txt,2021,violencia familiar,@AsePuebla,,2021,,"🚨🚨 Titular de la 
@AsePuebla
 insiste que no existe orden de aprehensión en su contra por el delito de violencia familiar",titular de la insiste que no existe orden de aprehension en su contra por el delito de violencia familiar,otro,0.2,puebla,Puebla,Puebla,capital,incierto,no,
violenciafamiliar2021.txt,2021,violencia familiar,,,2021,,"Urbano | Noticias México
https://urbanopuebla.com.mx/politica/noticia/76453-titular-de-la-ase-insiste-que-no-existe-orden-de-aprehensi%C3%B3n-en-su-contra-por-el-delito-de-violencia-familiar.html",urbano noticias mexico,otro,0.2,,,Nacional,no_detectado,incierto,si,texto_vacio_o_muy_corto
violenciafamiliar2021.txt,2021,violencia familiar,@urbano_noticias,"Dec 24, 2021",2021,2021,"URBANO📍Noticia Puebla y Tlaxcala
@urbano_noticias
·
Dec 24, 2021
#Puebla #Politica",urbano noticia puebla y tlaxcala dec 24 2021 puebla politica,otro,0.2,tlaxcala,Tlaxcala,Tlaxcala,capital,incierto,no,
violenciafamiliar2021.txt,2021,violencia familiar,@AsePuebla,,2021,,"🚨🚨 Titular de la 
@AsePuebla
 insiste que no existe orden de aprehensión en su contra por el delito de violencia familiar",titular de la insiste que no existe orden de aprehension en su contra por el delito de violencia familiar,otro,0.2,puebla,Puebla,Puebla,capital,incierto,no,
violenciafamiliar2021.txt,2021,violencia familiar,,,2021,,"Urbano | Noticias México
https://urbanopuebla.com.mx/politica/noticia/76453-titular-de-la-ase-insiste-que-no-existe-orden-de-aprehensi%C3%B3n-en-su-contra-por-el-delito-de-violencia-familiar.html",urbano noticias mexico,otro,0.2,,,Nacional,no_detectado,incierto,si,texto_vacio_o_muy_corto
violenciafamiliar2021.txt,2021,violencia familiar,@urbano_noticias,"Dec 23, 2021",2021,2021,"URBANO📍Noticia Puebla y Tlaxcala
@urbano_noticias
·
Dec 23, 2021
#Puebla #Violencia",urbano noticia puebla y tlaxcala dec 23 2021 puebla violencia,otro,0.2,tlaxcala,Tlaxcala,Tlaxcala,capital,incierto,no,
violenciafamiliar2021.txt,2021,violencia familiar,@AsePuebla,,2021,,"🔴Titular de 
@AsePuebla
 acusa trasfondo político y rechaza existencia de denuncia por violencia familiar",titular de acusa trasfondo politico y rechaza existencia de denuncia por violencia familiar,otro,0.2,puebla,Puebla,Puebla,capital,incierto,no,
violenciafamiliar2021.txt,2021,violencia familiar,,,2021,,"Urbano | Noticias México
https://urbanopuebla.com.mx/politica/noticia/76333-titular-de-ase-acusa-trasfondo-pol%C3%ADtico-y-rechaza-existencia-de-denuncia-por-violencia-familiar.html",urbano noticias mexico,otro,0.2,,,Nacional,no_detectado,incierto,si,texto_vacio_o_muy_corto
violenciafamiliar2021.txt,2021,violencia familiar,@UPMexico,"Dec 22, 2021",2021,2021,"Universidad Panamericana Ciudad de México
@UPMexico
·
Dec 22, 2021
Replying to 
@UPMexico
El Bufete Jurídico Gratuito Social, brinda ayuda jurídica a las personas que no pueden pagar un abogado y apoyo emocional a víctimas de violencia familiar en la Ciudad de México, siendo un espacio formativo de profesionistas del Derecho.
Image
Bufete Jurídico Gratuito Social, A.C.",universidad panamericana ciudad de mexico dec 22 2021 el bufete juridico gratuito social brinda ayuda juridica a las personas que no pueden pagar un abogado y apoyo emocional a victimas de violencia familiar en la ciudad de mexico siendo un espacio formativo de profesionistas del derecho bufete juridico gratuito social a c,otro,0.2,ciudad de mexico,,CDMX,estado,incierto,no,
violenciafamiliar2021.txt,2021,violencia familiar,@urbano_noticias,"Dec 22, 2021",2021,2021,"URBANO📍Noticia Puebla y Tlaxcala
@urbano_noticias
·
Dec 22, 2021
#Puebla #Violencia",urbano noticia puebla y tlaxcala dec 22 2021 puebla violencia,otro,0.2,tlaxcala,Tlaxcala,Tlaxcala,capital,incierto,no,
violenciafamiliar2021.txt,2021,violencia familiar,@AsePuebla,,2021,,"🔴Titular de 
@AsePuebla
 acusa trasfondo político y rechaza existencia de denuncia por violencia familiar",titular de acusa trasfondo politico y rechaza existencia de denuncia por violencia familiar,otro,0.2,puebla,Puebla,Puebla,capital,incierto,no,
violenciafamiliar2021.txt,2021,violencia familiar,,,2021,,"Urbano | Noticias México
https://urbanopuebla.com.mx/politica/noticia/76333-titular-de-ase-acusa-trasfondo-pol%C3%ADtico-y-rechaza-existencia-de-denuncia-por-violencia-familiar.html",urbano noticias mexico,otro,0.2,,,Nacional,no_detectado,incierto,si,texto_vacio_o_muy_corto
violenciafamiliar2021.txt,2021,violencia familiar,@ExpansionMx,"En México, la violencia familiar creció en 15.5% durante los primeros 11 meses de 2021, alcanzando su máximo histórico en mayo https://politica.expansion.mx/mexico/2021/12/21/los-delitos-que-mas-aumentaron-en-2021-mexico",2021,2021,"Expansión
@ExpansionMx
·
Dec 22, 2021
En México, la violencia familiar creció en 15.5% durante los primeros 11 meses de 2021, alcanzando su máximo histórico en mayo https://politica.expansion.mx/mexico/2021/12/21/los-delitos-que-mas-aumentaron-en-2021-mexico",expansion dec 22 2021 en mexico la violencia familiar crecio en 15 5 durante los primeros 11 meses de 2021 alcanzando su maximo historico en mayo,estadistica,0.9,,,Nacional,no_detectado,incierto,no,
violenciafamiliar2021.txt,2021,violencia familiar,@lameligalvan https://politica.expansion.mx/mexico/2021/12/21/los-delitos-que-mas-aumentaron-en-2021-mexico?utm_source=Pol%C3%ACtica+Matutino&utm_campaign=414f198e9f-EMAIL_CAMPAIGN_2021_12_18_11_55&utm_medium=email&utm_term=0_539ccac8ab-414f198e9f-40571223 #pandemia #mujeres #SinViolencia,"¿Y cuáles son los delitos que más aumentaron en 2021 en México?  📈 De acuerdo con los datos del gobierno federal, violencia familiar y violación tuvieron un alza de entre 15% y 20% respecto de 2020 -vía",2021,2021,"lapizlazuli
@lapizlazuli
·
Dec 22, 2021
¿Y cuáles son los delitos que más aumentaron en 2021 en México?  📈 De acuerdo con los datos del gobierno federal, violencia familiar y violación tuvieron un alza de entre 15% y 20% respecto de 2020 -vía 
@lameligalvan https://politica.expansion.mx/mexico/2021/12/21/los-delitos-que-mas-aumentaron-en-2021-mexico?utm_source=Pol%C3%ACtica+Matutino&utm_campaign=414f198e9f-EMAIL_CAMPAIGN_2021_12_18_11_55&utm_medium=email&utm_term=0_539ccac8ab-414f198e9f-40571223 #pandemia #mujeres #SinViolencia",lapizlazuli dec 22 2021 y cuales son los delitos que mas aumentaron en 2021 en mexico de acuerdo con los datos del gobierno federal violencia familiar y violacion tuvieron un alza de entre 15 y 20 respecto de 2020 via pandemia mujeres sinviolencia,estadistica,0.9,,,Nacional,no_detectado,si,no,
violenciafamiliar2021.txt,2021,violencia familiar,@rubenanguiano,"Violación y violencia familiar, los delitos que más aumentaron en 2021 https://politica.expansion.mx/mexico/2021/12/21/los-delitos-que-mas-aumentaron-en-2021-mexico",2021,2021,"Rubén Anguiano
@rubenanguiano
·
Dec 22, 2021
Violación y violencia familiar, los delitos que más aumentaron en 2021 https://politica.expansion.mx/mexico/2021/12/21/los-delitos-que-mas-aumentaron-en-2021-mexico",ruben anguiano dec 22 2021 violacion y violencia familiar los delitos que mas aumentaron en 2021,otro,0.2,,,Nacional,no_detectado,incierto,no,
violenciafamiliar2021.txt,2021,violencia familiar,@GN_MEXICO_,"Dec 22, 2021",2021,2021,"salvador luna lopezU
@newbuno
·
Dec 22, 2021
Replying to 
@Pajaropolitico
 and 
@GN_MEXICO_
Tendrián que ser muy claros.
Ejecuciones?
Asaltos?
Violencia familiar??
Homicidios en defensa propia?
Pero no lo hacen.
Y así los chayotes. Culpan al gobierno...verdad??",salvador luna lopezu dec 22 2021 and tendrian que ser muy claros ejecuciones asaltos violencia familiar homicidios en defensa propia pero no lo hacen y asi los chayotes culpan al gobierno verdad,institucional,0.85,,,Nacional,no_detectado,incierto,no,
violenciafisica2022.txt,2022,violencia física,@OPSOMSMexico,"Dec 9, 2022",2022,2022,"Change.org México
@Change_Mex
·
Nov 25, 2022
Replying to 
@Change_Mex
#25N Un miedo que nace de ser una mujer activista en un país donde ser mujer y ser activista parecen condenas de violencia sistémica, simbólica, violencia física o hasta la muerte.
Square profile picture
OPS/OMS México
@OPSOMSMexico
·
Dec 9, 2022
⏰¡Es momento de actuar! A lo largo de su vida, 1 de cada 3 mujeres en las Américas ha sufrido violencia física o sexual por parte de su pareja o violencia sexual por parte de una persona que no es su pareja. ¡Esto es inaceptable!",change org mexico nov 25 2022 25n un miedo que nace de ser una mujer activista en un pais donde ser mujer y ser activista parecen condenas de violencia sistemica simbolica violencia fisica o hasta la muerte ops oms mexico dec 9 2022 es momento de actuar a lo largo de su vida 1 de cada 3 mujeres en las americas ha sufrido violencia fisica o sexual por parte de su pareja o violencia sexual por parte de una persona que no es su pareja esto es inaceptable,estadistica,0.9,,,Nacional,no_detectado,si,no,
violenciafisica2022.txt,2022,violencia física,@DPrdedomex,"May 5, 2022",2022,2022,"quenosoygrisa
@quenosoygrisa
·
Dec 22, 2022
Enésimo estudio (en México ) señala que, en los casos donde en una pareja haya un solo agresor con violencia física, hay EL DOBLE de posibilidades, que ese agresor sea LA MUJER.
Asimismo también es el doble de probable que LA MUJER sea la que cometa agresiones GRAVES.
+
Square profile picture
Congreso del Estado de México
@CongresoEdomex
·
May 5, 2022
La diputada 
@ViriFuentesC
, de 
@DPrdedomex
, plantea reformas al Código Penal para, en el caso de delitos relacionados con violencia física, la sustitución de la pena no proceda cuando la víctima sea mujer de cualquier edad.
Image
Viridiana Fuentes and 2 others",quenosoygrisa dec 22 2022 enesimo estudio en mexico senala que en los casos donde en una pareja haya un solo agresor con violencia fisica hay el doble de posibilidades que ese agresor sea la mujer asimismo tambien es el doble de probable que la mujer sea la que cometa agresiones graves congreso del estado de mexico may 5 2022 la diputada de plantea reformas al codigo penal para en el caso de delitos relacionados con violencia fisica la sustitucion de la pena no proceda cuando la victima sea mujer de cualquier edad viridiana fuentes and 2 others,noticia,0.85,estado de mexico,,Estado de México,estado,si,no,
violenciafisica2022.txt,2022,violencia física,@ElTiempo_Mx,"Jul 26, 2022",2022,2022,"El Tiempo
@ElTiempo_Mx
·
Jul 26, 2022
Otro caso de odio a las mujeres en #México; a #Myrta su pareja le prendió fuego y la mató",el tiempo jul 26 2022 otro caso de odio a las mujeres en mexico a myrta su pareja le prendio fuego y la mato,otro,0.2,,,Nacional,no_detectado,si,no,
violenciafisica2022.txt,2022,violencia física,,,2022,,"La mujer de 45 años de edad, sufrió maltrato y violencia física y emocional por parte de su pareja",la mujer de 45 anos de edad sufrio maltrato y violencia fisica y emocional por parte de su pareja,otro,0.2,,,Nacional,no_detectado,si,no,
violenciafisica2022.txt,2022,violencia física,@ViridianaRdzr,"Feb 25, 2022",2022,2022,"Golunov/Mexico/Alexéi Navalni/Roman Protasevich
@GolunovM
·
Feb 25, 2022
Replying to 
@ViridianaRdzr
La violencia de género no debe ni puede percibirse como una situación normal. No podemos tolerar que la mujer sea víctima de violencia física, emocional o sexual.",golunov mexico alexei navalni roman protasevich feb 25 2022 la violencia de genero no debe ni puede percibirse como una situacion normal no podemos tolerar que la mujer sea victima de violencia fisica emocional o sexual,otro,0.2,,,Nacional,no_detectado,si,no,
violenciafisica2022.txt,2022,violencia física,@LucyHelvick,"Apr 12, 2022",2022,2022,"Chica Bombastic. 🔥
@LucyHelvick
·
Apr 12, 2022
Cada que entro a tw, insta o facebook leo noticias de alguna desaparición, feminicidio, intoxicaciones, o violencia física que está pasando Mexico??? Por que está aumentando la violencia contra la mujer descontroladamente y que vamos a hacer al respecto?",chica bombastic apr 12 2022 cada que entro a tw insta o facebook leo noticias de alguna desaparicion feminicidio intoxicaciones o violencia fisica que esta pasando mexico por que esta aumentando la violencia contra la mujer descontroladamente y que vamos a hacer al respecto,otro,0.2,,,Nacional,no_detectado,si,no,
violenciafisica2022.txt,2022,violencia física,@ConsulMexCho,"Nov 25, 2022",2022,2022,"Consulado General de México en Chicago
@ConsulMexCho
·
Nov 25, 2022
Hoy conmemoramos el Día Internacional de la Eliminación de la Violencia contra la Mujer. Si ud. ha sufrido violencia física, sexual, emocional, económica o psicológica, ¡no está sola! Su Consulado y estas organizaciones pueden ayudarla: https://bit.ly/3CFbL5i
#ProtecciónConsular",consulado general de mexico en chicago nov 25 2022 hoy conmemoramos el dia internacional de la eliminacion de la violencia contra la mujer si ud ha sufrido violencia fisica sexual emocional economica o psicologica no esta sola su consulado y estas organizaciones pueden ayudarla proteccionconsular,otro,0.2,,,Nacional,no_detectado,si,no,
violenciafisica2022.txt,2022,violencia física,@esmexmagico,"Mar 3, 2022",2022,2022,"México es Mágico
@esmexmagico
·
Mar 3, 2022
🚩🚩Una de cada tres #mujeres en el mundo sufre #violencia física o sexual desde que es muy joven según la OMS. ¡No podemos seguir permitiendo esto! En el mes del #DiaInternacionalDeLaMujer queremos hacer frente a todas las formas de violencia contra la mujer. ♀ #NiUnaMás
Image",mexico es magico mar 3 2022 una de cada tres mujeres en el mundo sufre violencia fisica o sexual desde que es muy joven segun la oms no podemos seguir permitiendo esto en el mes del diainternacionaldelamujer queremos hacer frente a todas las formas de violencia contra la mujer niunamas,institucional,0.8,,,Nacional,no_detectado,si,no,
violenciafisica2022.txt,2022,violencia física,@EducaIncluyente,"Mar 7, 2022",2022,2022,"Educación Incluyente
@EducaIncluyente
·
Mar 7, 2022
El #8M no felicitamos, ¡Luchamos!",educacion incluyente mar 7 2022 el 8m no felicitamos luchamos,otro,0.2,,,Nacional,no_detectado,incierto,no,
violenciafisica2022.txt,2022,violencia física,,#8M2022,2022,,"🟣En México 11 mujeres son asesinadas por día.
🟣Al menos 1 de cada 3 mujeres ha sufrido violencia física y/o sexual de pareja.
🟣Luchamos por la igualdad, el reconocimiento y el fin a la violencia contra la mujer. 
#NiUnaMenos
#8M2022
Image",en mexico 11 mujeres son asesinadas por dia al menos 1 de cada 3 mujeres ha sufrido violencia fisica y o sexual de pareja luchamos por la igualdad el reconocimiento y el fin a la violencia contra la mujer niunamenos 8m2022,estadistica,0.9,,,Nacional,no_detectado,si,no,
